*Vertices  334
157 "荧光体"
158 "发光体"
159 "加热片"
160 "硅橡胶"
161 "透明胶"
162 "光刻胶"
163 "密封胶"
164 "填充区域"
165 "防音壁"
166 "SiO2"
167 "放大器"
168 "半导体"
169 "电路板"
170 "Al2O3"
171 "NH4H2PO4"
172 "GaAs"
173 "MQW"
174 "SMT"
175 "ESD"
176 "ITO"
177 "GPIO"
178 "硅氧磷灰石"
179 "键合"
180 "燃气涡轮"
181 "客户"
182 "冷却片"
183 "焊盘"
184 "滑动变阻器"
185 "介质箱"
186 "摄像机"
187 "装饰图案"
188 "含硅"
189 "光子晶体"
190 "圆盘"
191 "荧光光谱"
192 "码道"
193 "金属银纳米粒子"
194 "太阳能"
195 "太阳能电池板"
196 "风能"
197 "蓄电池"
198 "充电电池"
199 "锂电池"
200 "光电池"
201 "LED照明设备"
202 "蓄电设备"
203 "FPC连接器"
204 "FFC连接器"
205 "LED芯片"
206 "芯片"
207 "金属层"
208 "涂层"
209 "电流扩展层"
210 "电抗器"
211 "继电器"
212 "充电器"
213 "冷凝器"
214 "存储器"
215 "捕虫箱"
216 "光触媒"
217 "酸盐"
218 "硅油"
219 "SrCO3"
220 "Eu2O3"
221 "亚硫酸"
222 "硝酸"
223 "Eu2"
224 "去离子水"
225 "硬脂酰胺"
226 "Li"
227 "液体石蜡"
228 "电感"
229 "灰度"
230 "离子"
231 "耳机"
232 "电视机"
233 "电极"
234 "接触层"
235 "磁铁"
236 "边缘检测"
237 "ARCTAN"
238 "冰柜"
239 "排水槽"
240 "MP4播放器"
241 "电阻"
242 "基色"
243 "Au-Sn合金"
244 "Au-30at.％Sn合金"
245 "发射模块"
246 "驱动模块"
247 "脉冲信号"
248 "交通灯"
249 "便携棋具"
250 "蒸发腔"
251 "散热腔"
252 "加热管"
253 "防护服"
254 "光子晶体谐振腔"
255 "基料"
256 "丙酮"
257 "激光"
258 "粘附层"
259 "超声波"
260 "SIM"
261 "真空吸盘"
262 "MOCVD"
263 "标准芯片工艺制作"
264 "湿法刻蚀"
265 "干法刻蚀"
266 "湿法腐蚀"
267 "空穴"
268 "玻璃体"
269 "指南针"
270 "EP-CAB共聚物"
271 "太阳能电子板"
272 "洗墙灯"
273 "检测池"
274 "平面板"
275 "射灯"
276 "酯键"
277 "检测仪"
278 "检测板"
279 "臭氧仪"
280 "转动轴"
281 "光电耦合器"
282 "臭氧"
283 "防滑垫"
284 "屏幕"
285 "读取器"
286 "瞄准镜"
287 "聚光镜"
288 "放大镜"
289 "半透半反镜"
290 "透镜"
291 "后视镜"
292 "模拟音频"
293 "舰船"
294 "USB接头"
295 "透明装饰"
296 "同轴电缆"
297 "透明导电层"
298 "反射层"
299 "发光层"
300 "吸液芯"
301 "甲基"
302 "信息卡"
303 "防护罩"
304 "转子"
305 "弹簧"
306 "碳泡沫"
307 "芯线"
308 "电磁感应"
309 "发光笔套"
310 "CAN总线"
311 "CAB"
312 "VGA"
313 "蜂鸣器"
314 "KVM"
315 "滚轮按摩器"
316 "扬声器"
317 "绝对位置"
318 "聚光帽"
319 "电磁锁心"
320 "固定支架"
321 "激发光"
322 "发光管"
323 "光电管"
324 "提示仪"
325 "水平仪"
326 "晶体闸流管"
327 "信息存储卡"
328 "络合剂"
329 "笔筒"
330 "导热柱"
331 "DMA"
332 "插座"
333 "电流阻挡层"
334 "LED"
*Arcs
334 1 0.0
334 2 1.0E-4
3 2 0.21
334 3 1.0E-4
2 4 0.32
334 4 0.0
5 2 0.08
5 3 0.33
334 5 2.0E-4
6 3 0.08
334 6 2.0E-4
334 7 0.0
8 2 0.03
8 3 0.04
8 5 0.08
8 6 0.03
8 7 0.16
334 8 8.0E-4
6 9 0.32
334 9 0.0
6 10 0.17
10 9 0.53
334 10 1.0E-4
8 11 0.05
11 10 0.38
334 11 0.0
2 12 0.16
12 4 0.5
8 12 0.05
334 12 0.0
8 13 0.29
334 13 2.0E-4
14 6 0.09
8 14 0.12
13 14 0.23
334 14 1.0E-4
15 3 0.19
15 5 0.29
15 8 0.13
15 14 0.22
334 15 0.0
3 16 0.13
5 16 0.25
8 16 0.13
16 10 0.23
16 11 0.2
16 12 0.2
13 16 0.08
334 16 3.0E-4
17 2 0.23
3 17 0.24
5 17 0.24
8 17 0.11
17 10 0.09
17 11 0.12
13 17 0.15
14 17 0.09
17 16 0.19
334 17 2.0E-4
18 2 0.16
18 3 0.09
18 5 0.26
18 8 0.14
18 10 0.1
18 11 0.26
18 12 0.13
18 13 0.05
18 15 0.15
18 16 0.36
18 17 0.44
334 18 2.0E-4
19 2 0.07
19 3 0.08
5 19 0.52
8 19 0.13
19 13 0.19
19 16 0.28
19 17 0.17
18 19 0.24
334 19 2.0E-4
8 20 0.22
19 20 0.11
334 20 0.0
8 21 0.11
334 21 0.0
2 22 0.45
8 22 0.08
334 22 0.0
8 23 0.11
16 23 0.2
334 23 0.0
8 24 0.08
16 24 0.14
24 23 0.71
334 24 0.0
334 25 0.0
26 2 0.09
26 5 0.14
26 6 0.13
26 8 0.13
26 14 0.22
26 15 0.33
26 17 0.07
26 18 0.07
26 19 0.07
334 26 1.0E-4
8 27 0.11
334 27 0.0
8 28 0.16
13 28 0.29
334 28 0.0
334 29 0.0
16 30 0.2
334 30 0.0
31 6 0.07
8 31 0.22
13 31 0.53
31 14 0.33
31 17 0.07
31 28 0.41
334 31 1.0E-4
8 32 0.19
13 32 0.12
334 32 0.0
33 1 0.14
33 2 0.04
33 3 0.14
5 33 0.07
8 33 0.37
33 12 0.07
33 13 0.42
33 14 0.21
33 16 0.19
33 17 0.23
18 33 0.21
33 19 0.19
33 20 0.07
26 33 0.08
33 29 0.14
33 31 0.2
334 33 6.0E-4
34 5 0.13
34 6 0.18
34 8 0.21
34 14 0.2
34 15 0.31
34 18 0.07
34 19 0.06
34 20 0.13
34 26 0.54
34 33 0.07
334 34 2.0E-4
35 14 0.38
15 35 0.58
26 35 0.29
34 35 0.27
334 35 0.0
6 36 0.32
36 9 1.0
10 36 0.53
334 36 0.0
37 3 0.12
37 6 0.65
8 37 0.04
37 9 0.5
37 10 0.27
26 37 0.1
31 37 0.1
37 36 0.5
334 37 1.0E-4
5 38 0.25
8 38 0.11
26 38 0.29
33 38 0.14
34 38 0.27
334 38 0.0
10 39 0.38
16 39 0.2
334 39 0.0
5 40 0.18
8 40 0.08
40 14 0.27
15 40 0.41
26 40 0.41
33 40 0.1
34 40 0.38
40 35 0.71
40 38 0.71
334 40 0.0
6 41 0.32
334 41 0.0
6 42 0.23
8 42 0.11
26 42 0.14
31 42 0.14
34 42 0.13
37 42 0.18
334 42 0.0
16 43 0.2
334 43 0.0
8 44 0.16
13 44 0.14
32 44 0.41
334 44 0.0
334 45 0.0
13 46 0.2
17 46 0.24
334 46 0.0
33 47 0.14
334 47 0.0
3 48 0.33
5 48 0.25
8 48 0.11
15 48 0.58
334 48 0.0
5 49 0.11
6 49 0.21
49 9 0.63
49 10 0.68
49 11 0.22
49 16 0.27
18 49 0.12
49 36 0.63
37 49 0.32
334 49 1.0E-4
5 50 0.18
334 50 0.0
5 51 0.25
8 51 0.11
26 51 0.29
33 51 0.14
34 51 0.27
51 38 1.0
51 40 0.71
334 51 0.0
8 52 0.11
32 52 0.58
334 52 0.0
8 53 0.11
13 53 0.2
33 53 0.14
334 53 0.0
54 2 0.45
17 54 0.17
18 54 0.18
334 54 0.0
8 55 0.16
13 55 0.14
32 55 0.82
55 44 0.5
55 52 0.71
334 55 0.0
2 56 0.32
17 56 0.24
18 56 0.26
54 56 0.71
334 56 0.0
8 57 0.11
13 57 0.2
33 57 0.14
334 57 0.0
33 58 0.14
334 58 0.0
5 59 0.13
8 59 0.11
59 14 0.19
26 59 0.29
34 59 0.4
59 50 0.35
334 59 1.0E-4
6 60 0.23
34 60 0.27
42 60 0.5
334 60 0.0
17 61 0.24
33 61 0.14
334 61 0.0
3 62 0.24
5 62 0.35
16 62 0.14
17 62 0.34
18 62 0.18
19 62 0.16
334 62 0.0
33 63 0.14
334 63 0.0
64 24 0.71
334 64 0.0
6 65 0.32
14 65 0.27
334 65 0.0
33 66 0.14
334 66 0.0
5 67 0.25
19 67 0.23
334 67 0.0
16 68 0.2
68 43 1.0
334 68 0.0
69 1 0.21
69 2 0.07
5 69 0.11
69 6 0.05
8 69 0.26
13 69 0.52
69 14 0.24
69 16 0.04
69 17 0.1
19 69 0.05
69 20 0.11
69 21 0.21
26 69 0.06
69 28 0.3
69 31 0.68
33 69 0.29
69 37 0.08
69 42 0.11
69 50 0.15
69 53 0.21
59 69 0.11
334 69 3.0E-4
3 70 0.19
8 70 0.06
16 70 0.12
17 70 0.28
18 70 0.15
33 70 0.24
70 61 0.58
334 70 0.0
2 71 0.32
17 71 0.24
18 71 0.26
54 71 0.71
71 56 1.0
334 71 0.0
72 31 0.29
72 69 0.21
334 72 0.0
13 73 0.2
16 73 0.2
19 73 0.23
33 73 0.14
334 73 0.0
2 74 0.32
17 74 0.24
18 74 0.26
54 74 0.71
74 56 1.0
74 71 1.0
334 74 0.0
8 75 0.11
33 75 0.14
334 75 0.0
33 76 0.14
334 76 0.0
10 77 0.38
334 77 0.0
78 12 0.5
16 78 0.2
33 78 0.14
334 78 0.0
8 79 0.11
11 79 0.5
334 79 0.0
10 80 0.53
16 80 0.14
49 80 0.32
80 77 0.71
334 80 0.0
81 2 0.45
17 81 0.17
18 81 0.18
81 54 1.0
81 56 0.71
81 71 0.71
81 74 0.71
334 81 0.0
8 82 0.11
33 82 0.14
69 82 0.21
334 82 0.0
16 83 0.2
334 83 0.0
16 84 0.2
334 84 0.0
6 85 0.32
34 85 0.38
334 85 0.0
334 86 0.0
10 87 0.38
16 87 0.2
87 39 1.0
334 87 0.0
88 45 1.0
334 88 0.0
89 45 1.0
89 88 1.0
334 89 0.0
90 7 0.35
8 90 0.16
13 90 0.2
14 90 0.19
17 90 0.12
31 90 0.14
33 90 0.14
90 53 0.5
69 90 0.21
334 90 0.0
5 91 0.07
91 6 0.12
8 91 0.12
91 13 0.11
91 14 0.1
91 17 0.06
18 91 0.14
91 19 0.06
26 91 0.39
91 31 0.08
91 33 0.11
34 91 0.29
91 41 0.19
91 42 0.13
91 50 0.38
91 59 0.4
91 65 0.19
91 69 0.11
334 91 2.0E-4
92 3 0.12
92 6 0.65
8 92 0.04
26 92 0.1
31 92 0.1
92 37 0.75
92 42 0.18
69 92 0.08
334 92 1.0E-4
93 3 0.09
93 6 0.83
8 93 0.03
93 9 0.39
93 10 0.21
26 93 0.08
31 93 0.08
34 93 0.15
93 36 0.39
93 37 0.78
93 41 0.2
93 42 0.14
93 49 0.25
69 93 0.06
93 85 0.39
91 93 0.07
93 92 0.78
334 93 2.0E-4
94 3 0.08
94 6 0.95
8 94 0.05
94 9 0.32
94 10 0.17
26 94 0.13
31 94 0.07
34 94 0.25
94 36 0.32
94 37 0.65
94 41 0.32
94 42 0.23
94 49 0.21
94 60 0.23
94 65 0.16
69 94 0.05
94 85 0.32
91 94 0.06
94 92 0.65
94 93 0.83
334 94 2.0E-4
3 95 0.67
5 95 0.38
16 95 0.1
17 95 0.36
18 95 0.13
19 95 0.11
33 95 0.14
95 62 0.35
70 95 0.29
334 95 1.0E-4
96 2 0.06
96 3 0.14
96 5 0.15
96 6 0.37
96 7 0.07
96 8 0.32
96 9 0.14
96 10 0.23
96 11 0.05
96 13 0.39
96 14 0.23
96 15 0.12
96 16 0.2
96 17 0.15
96 18 0.08
96 19 0.16
96 20 0.05
96 25 0.1
96 26 0.23
96 27 0.1
96 28 0.14
96 29 0.1
96 30 0.1
96 31 0.35
96 32 0.12
96 33 0.46
96 34 0.33
96 35 0.1
96 36 0.14
96 37 0.25
96 38 0.1
96 39 0.1
96 40 0.14
96 41 0.14
96 42 0.1
96 45 0.1
96 46 0.1
96 47 0.1
96 49 0.18
96 50 0.14
96 51 0.1
96 52 0.1
96 53 0.1
96 54 0.07
96 55 0.07
96 57 0.1
96 58 0.1
96 59 0.1
96 60 0.1
96 61 0.1
96 63 0.1
96 65 0.14
96 66 0.1
96 67 0.1
96 69 0.39
96 70 0.12
96 72 0.1
96 73 0.1
96 77 0.1
96 80 0.14
96 81 0.07
96 82 0.1
96 83 0.1
96 85 0.14
96 86 0.1
96 87 0.1
96 88 0.1
96 89 0.1
96 90 0.15
96 91 0.22
96 92 0.22
96 93 0.31
96 94 0.37
96 95 0.1
96 334 0.0011
8 97 0.11
13 97 0.2
33 97 0.14
97 53 1.0
69 97 0.21
90 97 0.5
96 97 0.1
334 97 0.0
3 98 0.13
8 98 0.21
13 98 0.46
14 98 0.14
16 98 0.08
17 98 0.18
18 98 0.1
98 28 0.53
31 98 0.55
33 98 0.21
98 53 0.38
69 98 0.48
98 70 0.22
98 90 0.38
91 98 0.1
98 95 0.19
96 98 0.27
98 97 0.38
334 98 1.0E-4
99 3 0.08
5 99 0.06
8 99 0.2
99 13 0.61
99 14 0.17
99 16 0.05
99 17 0.11
19 99 0.16
99 20 0.11
99 31 0.4
33 99 0.37
34 99 0.06
99 46 0.23
99 53 0.23
99 57 0.23
99 69 0.49
99 72 0.23
99 90 0.23
91 99 0.06
99 95 0.11
96 99 0.42
99 97 0.23
99 98 0.26
334 99 2.0E-4
16 100 0.2
334 100 0.0
96 101 0.1
334 101 0.0
6 102 0.23
8 102 0.11
31 102 0.29
37 102 0.35
42 102 0.5
69 102 0.21
92 102 0.35
93 102 0.28
94 102 0.23
96 102 0.1
334 102 0.0
8 103 0.11
33 103 0.14
334 103 0.0
8 104 0.16
14 104 0.27
26 104 0.2
34 104 0.38
59 104 0.35
96 104 0.07
334 104 0.0
2 105 0.32
105 4 1.0
12 105 0.5
334 105 0.0
106 17 0.24
18 106 0.26
33 106 0.14
91 106 0.27
334 106 0.0
13 107 0.2
17 107 0.24
19 107 0.23
334 107 0.0
108 12 0.5
16 108 0.2
33 108 0.14
108 78 1.0
334 108 0.0
8 109 0.11
17 109 0.24
33 109 0.14
334 109 0.0
110 2 0.18
110 5 0.19
110 6 0.13
110 8 0.27
110 9 0.27
110 10 0.29
110 11 0.1
110 13 0.08
110 15 0.11
110 16 0.12
110 18 0.15
110 19 0.22
110 20 0.19
110 22 0.27
110 26 0.11
110 33 0.18
110 34 0.1
110 36 0.27
110 37 0.14
110 41 0.14
110 49 0.34
110 50 0.27
110 59 0.19
110 66 0.19
110 67 0.19
110 69 0.08
110 75 0.19
110 80 0.14
110 91 0.21
110 93 0.16
110 94 0.13
110 96 0.27
110 99 0.09
110 334 3.0E-4
8 111 0.11
334 111 0.0
8 112 0.11
11 112 0.5
112 79 1.0
334 112 0.0
10 113 0.38
16 113 0.2
113 39 1.0
113 87 1.0
96 113 0.1
334 113 0.0
5 114 0.07
114 6 0.2
8 114 0.22
114 9 0.2
114 10 0.11
13 114 0.12
114 16 0.12
19 114 0.07
114 32 0.33
33 114 0.04
114 36 0.2
114 37 0.31
114 44 0.2
114 49 0.13
114 52 0.29
114 55 0.41
114 92 0.2
114 93 0.24
114 94 0.2
96 114 0.23
99 114 0.07
110 114 0.11
334 114 1.0E-4
3 115 0.19
5 115 0.14
8 115 0.13
13 115 0.24
16 115 0.12
19 115 0.13
33 115 0.24
115 57 0.58
115 95 0.29
96 115 0.18
99 115 0.4
110 115 0.11
114 115 0.17
334 115 1.0E-4
8 116 0.11
334 116 0.0
117 3 0.07
117 5 0.15
117 6 0.09
117 8 0.36
117 9 0.29
117 10 0.15
117 11 0.1
117 13 0.04
117 14 0.08
117 15 0.12
117 16 0.04
117 18 0.11
117 19 0.09
117 25 0.2
117 26 0.24
117 31 0.06
117 32 0.12
117 33 0.06
117 34 0.16
117 36 0.29
117 37 0.14
117 49 0.18
117 50 0.14
117 59 0.31
117 69 0.09
117 90 0.1
117 91 0.22
117 93 0.11
117 94 0.09
117 95 0.1
117 96 0.29
117 98 0.08
117 99 0.09
117 104 0.14
117 110 0.24
117 114 0.18
117 115 0.12
117 334 2.0E-4
26 118 0.29
118 42 0.5
91 118 0.27
334 118 0.0
8 119 0.13
14 119 0.22
20 119 0.29
33 119 0.08
96 119 0.06
110 119 0.11
334 119 0.0
120 2 0.07
120 5 0.17
120 6 0.05
120 7 0.16
120 8 0.28
120 10 0.17
120 11 0.11
120 14 0.17
120 15 0.26
120 16 0.18
120 17 0.17
120 18 0.12
120 19 0.05
120 22 0.16
120 26 0.2
120 33 0.16
120 34 0.18
120 35 0.23
120 38 0.23
120 40 0.32
120 41 0.16
120 49 0.21
120 51 0.23
120 61 0.23
120 62 0.16
120 69 0.05
120 70 0.13
120 80 0.16
120 82 0.23
120 91 0.06
120 93 0.06
120 94 0.05
120 96 0.28
120 110 0.35
120 114 0.13
120 117 0.14
120 119 0.26
120 334 2.0E-4
6 121 0.56
8 121 0.04
14 121 0.15
31 121 0.12
37 121 0.14
121 41 0.58
42 121 0.2
121 65 0.29
69 121 0.09
91 121 0.22
92 121 0.29
93 121 0.34
94 121 0.47
96 121 0.25
121 102 0.41
110 121 0.08
120 121 0.09
334 121 1.0E-4
122 45 1.0
122 88 1.0
122 89 1.0
96 122 0.1
334 122 0.0
5 123 0.18
123 50 1.0
59 123 0.35
69 123 0.15
91 123 0.38
96 123 0.14
110 123 0.27
117 123 0.14
334 123 0.0
8 124 0.16
13 124 0.14
32 124 0.82
124 44 0.5
124 52 0.71
124 55 1.0
96 124 0.07
114 124 0.41
334 124 0.0
125 10 0.53
125 11 0.35
125 16 0.28
125 49 0.63
125 80 0.5
96 125 0.14
110 125 0.27
120 125 0.32
334 125 0.0
126 2 0.1
126 3 0.2
5 126 0.15
8 126 0.1
126 10 0.23
126 11 0.15
13 126 0.25
126 16 0.3
126 17 0.22
18 126 0.16
19 126 0.14
26 126 0.09
33 126 0.25
34 126 0.08
126 38 0.3
126 40 0.21
126 46 0.3
126 49 0.27
126 51 0.3
126 57 0.3
69 126 0.06
126 70 0.17
126 73 0.3
126 80 0.21
91 126 0.08
126 95 0.15
96 126 0.21
126 98 0.11
99 126 0.14
126 106 0.3
110 126 0.12
126 115 0.17
120 126 0.21
126 125 0.43
334 126 1.0E-4
127 5 0.08
127 6 0.07
127 7 0.21
127 8 0.3
127 13 0.06
127 15 0.17
127 18 0.08
127 26 0.17
127 32 0.17
127 33 0.08
127 34 0.08
127 41 0.21
127 42 0.15
127 53 0.3
127 69 0.13
127 82 0.3
127 90 0.15
127 91 0.16
127 93 0.08
127 94 0.07
127 96 0.24
127 97 0.3
127 98 0.11
127 99 0.07
127 110 0.12
127 114 0.26
127 117 0.18
127 118 0.3
127 120 0.35
127 121 0.12
127 334 1.0E-4
6 128 0.08
8 128 0.27
13 128 0.29
26 128 0.1
128 28 0.5
31 128 0.31
32 128 0.41
128 44 0.25
128 52 0.35
128 55 0.5
69 128 0.23
94 128 0.08
96 128 0.14
98 128 0.4
114 128 0.2
117 128 0.07
128 124 0.5
334 128 1.0E-4
8 129 0.11
128 129 0.35
334 129 0.0
8 130 0.16
130 27 0.71
96 130 0.07
130 114 0.2
117 130 0.14
127 130 0.21
334 130 0.0
131 3 0.12
131 6 0.65
26 131 0.1
34 131 0.19
131 37 0.63
131 85 0.5
131 92 0.75
131 93 0.78
131 94 0.65
96 131 0.22
131 114 0.2
334 131 1.0E-4
8 132 0.06
132 13 0.24
132 16 0.12
132 17 0.14
18 132 0.15
19 132 0.26
33 132 0.24
132 73 0.58
91 132 0.15
96 132 0.06
132 99 0.13
132 106 0.58
110 132 0.11
132 126 0.35
334 132 0.0
8 133 0.11
96 133 0.1
114 133 0.29
120 133 0.23
127 133 0.3
334 133 0.0
12 134 0.5
16 134 0.2
18 134 0.26
334 134 0.0
33 135 0.14
135 63 1.0
96 135 0.1
334 135 0.0
136 10 0.27
136 11 0.35
136 16 0.14
136 49 0.32
136 86 0.71
96 136 0.14
110 136 0.14
120 136 0.16
136 125 0.5
126 136 0.21
334 136 0.0
6 137 0.32
26 137 0.2
37 137 0.25
92 137 0.5
93 137 0.39
94 137 0.32
96 137 0.07
131 137 0.5
334 137 0.0
8 138 0.22
14 138 0.19
26 138 0.14
32 138 0.29
34 138 0.13
138 52 0.5
138 55 0.35
59 138 0.25
96 138 0.15
138 104 0.35
114 138 0.43
117 138 0.1
120 138 0.11
138 124 0.35
127 138 0.3
128 138 0.18
138 133 0.5
334 138 0.0
139 17 0.24
18 139 0.26
33 139 0.14
91 139 0.27
139 106 1.0
126 139 0.3
132 139 0.58
334 139 0.0
8 140 0.11
13 140 0.2
16 140 0.2
33 140 0.14
96 140 0.1
99 140 0.23
110 140 0.19
114 140 0.29
115 140 0.58
334 140 0.0
8 141 0.11
334 141 0.0
3 142 0.15
5 142 0.11
6 142 0.21
142 9 0.63
142 10 0.68
142 11 0.22
142 16 0.09
19 142 0.1
33 142 0.06
142 36 0.63
37 142 0.32
142 49 0.6
142 77 0.45
142 80 0.32
93 142 0.25
94 142 0.21
142 95 0.22
96 142 0.23
99 142 0.1
110 142 0.26
114 142 0.13
142 115 0.26
117 142 0.27
120 142 0.1
142 125 0.32
126 142 0.13
142 136 0.32
334 142 1.0E-4
8 143 0.11
96 143 0.1
117 143 0.2
334 143 0.0
33 144 0.14
144 66 1.0
96 144 0.1
110 144 0.19
334 144 0.0
8 145 0.16
13 145 0.29
145 28 1.0
31 145 0.41
69 145 0.3
96 145 0.14
98 145 0.53
128 145 0.5
334 145 0.0
5 146 0.14
146 14 0.22
15 146 0.33
26 146 0.17
34 146 0.15
146 35 0.58
146 40 0.41
146 50 0.82
59 146 0.29
69 146 0.12
91 146 0.31
96 146 0.18
110 146 0.22
117 146 0.12
120 146 0.13
146 123 0.82
334 146 0.0
8 147 0.11
147 90 0.5
96 147 0.1
117 147 0.2
334 147 0.0
5 148 0.14
8 148 0.06
16 148 0.23
17 148 0.14
18 148 0.15
19 148 0.26
26 148 0.17
148 43 0.58
148 62 0.41
148 68 0.58
91 148 0.15
117 148 0.12
120 148 0.13
334 148 0.0
8 149 0.43
149 13 0.05
149 27 0.24
149 32 0.42
149 33 0.07
149 44 0.17
149 52 0.24
149 55 0.34
149 66 0.24
149 90 0.12
96 149 0.22
110 149 0.09
149 114 0.35
117 149 0.45
120 149 0.11
149 124 0.34
127 149 0.29
149 128 0.34
149 129 0.24
149 130 0.34
149 138 0.24
149 143 0.24
149 144 0.24
149 147 0.24
334 149 2.0E-4
8 150 0.44
150 13 0.19
150 24 0.17
150 27 0.24
150 28 0.33
150 31 0.2
150 32 0.41
150 44 0.33
150 52 0.24
150 55 0.33
150 64 0.24
150 69 0.15
150 90 0.12
96 150 0.24
150 98 0.27
110 150 0.05
150 114 0.2
150 116 0.24
117 150 0.34
120 150 0.05
150 124 0.33
127 150 0.21
150 128 0.5
150 130 0.33
150 138 0.12
150 143 0.24
150 145 0.33
150 147 0.24
150 149 0.63
334 150 2.0E-4
14 151 0.38
33 151 0.14
96 151 0.1
151 119 0.58
120 151 0.23
334 151 0.0
10 152 0.38
16 152 0.2
152 39 1.0
152 87 1.0
96 152 0.1
152 113 1.0
334 152 0.0
8 153 0.08
153 10 0.27
34 153 0.19
153 59 0.35
153 77 0.71
153 80 0.5
153 91 0.19
96 153 0.07
153 142 0.32
334 153 0.0
154 25 1.0
96 154 0.1
117 154 0.2
334 154 0.0
2 155 0.16
5 155 0.13
8 155 0.11
16 155 0.1
17 155 0.12
19 155 0.11
26 155 0.14
33 155 0.14
69 155 0.21
155 90 0.25
96 155 0.1
155 103 0.5
117 155 0.1
126 155 0.15
155 147 0.5
149 155 0.12
150 155 0.12
334 155 0.0
8 156 0.11
17 156 0.24
33 156 0.14
156 109 1.0
334 156 0.0
157 14 0.22
15 157 0.33
26 157 0.5
34 157 0.46
157 35 0.58
157 40 0.41
59 157 0.29
91 157 0.31
96 157 0.18
110 157 0.11
117 157 0.12
120 157 0.13
157 146 0.33
334 157 0.0
158 5 0.09
158 8 0.21
158 13 0.08
158 15 0.22
158 16 0.08
158 18 0.1
158 26 0.22
158 33 0.1
158 34 0.2
158 90 0.19
158 91 0.1
158 96 0.23
158 99 0.09
158 110 0.15
158 114 0.11
158 115 0.22
158 117 0.23
158 120 0.09
158 127 0.11
158 140 0.38
158 147 0.38
158 149 0.09
158 150 0.09
158 155 0.19
158 157 0.22
158 334 1.0E-4
3 159 0.33
5 159 0.25
17 159 0.24
95 159 0.5
334 159 0.0
5 160 0.14
8 160 0.06
160 14 0.44
15 160 0.33
26 160 0.33
34 160 0.31
160 35 0.58
160 40 0.41
160 50 0.41
59 160 0.58
69 160 0.12
91 160 0.15
96 160 0.12
160 104 0.41
110 160 0.11
117 160 0.24
120 160 0.13
160 123 0.41
160 138 0.29
160 146 0.67
160 157 0.33
334 160 0.0
26 161 0.29
161 42 0.5
91 161 0.27
161 118 1.0
127 161 0.3
334 161 0.0
